"A.crassip";"A.lacustr";"A.osteomy";"Ast.lacus";"C.britski";"C.kelberi";"C.modestu";"C.nagelii";"C.piquiti";"E.triline";"G.inaequi";"G.sveni";"H.littora";"H.mbigua";"H.oremacu";"H.orthono";"H.platyrh";"H.unitaen";"Hopli.sp2";"Hopli.sp3";"Hopli.spp";"I.labrosu";"L.frideri";"L.lacustr";"L.platyme";"M.aff.int";"M.lippinc";"M.macroce";"M.piavuss";"P.ambrose";"P.corrusc";"P.galeatu";"P.granulo";"P.lineatu";"P.maculat";"P.mesopot";"P.mysteri";"P.squamos";"R.descalv";"R.hahni";"R.vulpinu";"S.borelli";"S.brasili";"S.brevipi";"S.insculp";"S.lima";"S.maculat";"S.margina";"S.pappate";"T.paragua";"ano.mes"
0.666666666666667;1;0.64;0;NA;0;NA;NA;0;NA;NA;0;0.5;0;NA;0.459016393442623;1;0.666666666666667;1;0.666666666666667;NA;NA;0.571428571428571;0.636363636363636;0.05;0;0.666666666666667;NA;0.555555555555556;0.578947368421053;NA;0.25;1;0.733606557377049;1;NA;NA;0;NA;NA;1;0.4;0.9;NA;NA;0.5;0;0.0564516129032258;0;NA;"2011/03"
0.875;0.429435483870968;0.166666666666667;0.261904761904762;NA;0.125;0;0;NA;NA;1;0.7;0.0666666666666667;0.155172413793103;NA;0.783783783783784;0.4;0.25;0.037037037037037;0.135135135135135;NA;0.5;0.5;0.258620689655172;0.0701754385964912;0.333333333333333;NA;0.666666666666667;0.692307692307692;0.505154639175258;0.8;0.356643356643357;0.952380952380952;0.768392370572207;0.282051282051282;1;0.5;1;0.157894736842105;NA;NA;0.161849710982659;0.444444444444444;0.548387096774194;0.266666666666667;0.125;0;0.78125;0;0.647058823529412;"2011/06"
0.533333333333333;0.472527472527473;0.526315789473684;0.228070175438596;0;0.0869565217391304;0.5;0;0;NA;NA;0.5;0.2;0.215384615384615;0;0.653846153846154;0.764705882352941;NA;0.178571428571429;0.391304347826087;0;0.5;NA;0.136363636363636;0.128930817610063;0.495238095238095;NA;NA;0.615384615384615;0.3875;0.952380952380952;0.260115606936416;1;0.796774193548387;0.25;1;0.333333333333333;NA;0.0681818181818182;1;NA;0.233009708737864;0;0.318181818181818;0.107692307692308;0.130434782608696;0;0.642276422764228;0.166666666666667;NA;"2011/09"
1;0.516666666666667;0.466666666666667;0.409090909090909;NA;0.2;NA;0.8;0;1;1;0.555555555555556;0.0447761194029851;0.170731707317073;0.5;0.390625;0.666666666666667;0.0789473684210526;0.21875;0.166666666666667;NA;0.5;0.25;0.533333333333333;0.09765625;0.330188679245283;1;NA;1;0.592;0.875;0.25;1;0.717391304347826;0.25;1;0.5;0.4;0.350877192982456;1;NA;0.292993630573248;NA;0.459016393442623;0.240384615384615;0.666666666666667;0.0833333333333333;0.651041666666667;0.5;0.166666666666667;"2011/12"
1;0.597222222222222;0.882352941176471;0.666666666666667;0.2;1;0.8;NA;NA;1;1;0.647058823529412;NA;0.5;NA;0.44047619047619;0.7;NA;0.333333333333333;NA;NA;0.583333333333333;0.48;0.666666666666667;0.10880829015544;0.333333333333333;1;NA;0.705882352941177;0.353658536585366;0.666666666666667;0.46039603960396;1;0.799163179916318;0.379310344827586;0;1;0.75;0.3;1;1;0.346666666666667;0.25;0.529411764705882;0.606382978723404;0;0.193548387096774;0.378223495702006;0.4;0.107142857142857;"2012/02"
1;0.324324324324324;0.428571428571429;0.333333333333333;0;0.833333333333333;NA;0;1;1;NA;0.733333333333333;0;0.422222222222222;0.9;0.889830508474576;0.666666666666667;0;0.555555555555556;1;NA;0.5;0.6;0.214285714285714;0.100401606425703;0.2;0.5;NA;0.333333333333333;0.172413793103448;1;0.182692307692308;1;0.797101449275362;0.545454545454545;NA;1;0.714285714285714;0.230769230769231;1;NA;0.222222222222222;0;0.321428571428571;0.345454545454545;1;0.6;0.305555555555556;0;0.642857142857143;"2012/06"
0.25;0.269662921348315;0.222222222222222;0.266666666666667;NA;0;NA;0;1;1;1;0.647058823529412;0;0.0645161290322581;0.5;0.861111111111111;0.529411764705882;NA;0.176470588235294;0;NA;0;0;0.25;0.0620689655172414;0.208333333333333;1;0;0.4;0.268292682926829;1;0.113333333333333;NA;0.461538461538462;0.0625;NA;0.8;0;0.3125;1;NA;0.0961538461538462;NA;0.354430379746835;0.441176470588235;0;0.142857142857143;0.229166666666667;0.125;0.25;"2012/09"
0.25;0.425531914893617;0.375;0.166666666666667;0.5;0.111111111111111;NA;0.285714285714286;NA;1;1;0.74025974025974;0;0.2;1;0.838709677419355;0.166666666666667;NA;0.285714285714286;NA;NA;0.588235294117647;0.857142857142857;0.333333333333333;0.0710382513661202;0.0666666666666667;0.5;NA;NA;0.466666666666667;1;0.232727272727273;0.666666666666667;0.620689655172414;0.55;1;NA;0.272727272727273;0.285714285714286;NA;0.125;0.336842105263158;1;0.36986301369863;0.454545454545455;0.222222222222222;0;0.42962962962963;0.466666666666667;0.210526315789474;"2012/12"
1;0.411764705882353;0.666666666666667;0;0;0.714285714285714;NA;0.375;NA;NA;NA;0.551724137931034;0;0;NA;0.7;0.666666666666667;0;0;NA;NA;NA;0.545454545454545;0.461538461538462;0.114864864864865;0;0.666666666666667;0;NA;0.34;1;0.366906474820144;0.8;0.808823529411765;0.5;1;1;0.35;0.416666666666667;1;0.4;0.280701754385965;1;0.41304347826087;0.402061855670103;0;0.0645161290322581;0.354609929078014;0.3;0.166666666666667;"2013/03"
0.5;0;0.25;0;NA;0.4;NA;NA;NA;NA;NA;0.5;0.285714285714286;0.0909090909090909;0.5;0.40625;0.857142857142857;NA;0.25;0;NA;NA;NA;0;0.0952380952380952;0.125;1;NA;0;0.18;1;0.26;1;0.594202898550725;0.0769230769230769;NA;NA;0.111111111111111;0.111111111111111;NA;NA;0.0222222222222222;NA;0;0.046875;0.333333333333333;0;0.136363636363636;0;0.25;"2013/06"
0.5;0.2;0.25;0.193548387096774;0;0.333333333333333;NA;NA;1;1;1;0.5;0.5;0.125;0;0.846153846153846;0.666666666666667;NA;0.277777777777778;0.125;0;NA;NA;0.181818181818182;0.0423728813559322;0.0857142857142857;1;0;0.5;0.46;1;0.137777777777778;1;0.62;0.178571428571429;NA;0.333333333333333;0.142857142857143;0.166666666666667;1;0.4;0.0694444444444444;0;0.25;0.292307692307692;0;0;0.0987654320987654;0;0.08;"2013/09"
NA;0;0.166666666666667;0;0.2;0;NA;0;0;1;1;0.75;0.0454545454545455;0.142857142857143;0.333333333333333;0.703225806451613;0.352941176470588;0;0.0769230769230769;0.272727272727273;NA;0.119047619047619;0.142857142857143;0.277777777777778;0.0144927536231884;0.368421052631579;0.846153846153846;NA;1;0.361702127659574;1;0.154867256637168;0.5;0.5;0.125;1;NA;0.421052631578947;0.15;NA;0.75;0.036144578313253;NA;0.2;0.319148936170213;0.25;0;0.225806451612903;0.25;0.421052631578947;"2013/12"
0.5;0.222222222222222;0.375;0;0.333333333333333;0.75;NA;0.307692307692308;NA;1;1;0.722222222222222;0.0869565217391304;0;0.625;0.86;0.25;0.333333333333333;0.4;0.5;NA;0.5;0.4;1;0.0104166666666667;0.125;0.5;NA;1;0.358974358974359;1;0.372093023255814;0.5;0.511111111111111;0.333333333333333;0;1;0.210526315789474;0.166666666666667;NA;0.666666666666667;0.135135135135135;NA;0.578947368421053;0.461538461538462;0;0.428571428571429;0.126126126126126;0.285714285714286;0.222222222222222;"2014/03"
NA;1;1;0.111111111111111;0;0.833333333333333;0;NA;NA;1;1;1;0.32258064516129;0.0606060606060606;NA;0.333333333333333;1;0;0;0.5;NA;0.111111111111111;NA;0;0.0847457627118644;0;NA;0;NA;0.589285714285714;1;0.131578947368421;0;0.426470588235294;0.4;NA;0;0.857142857142857;0.0909090909090909;1;NA;0.146341463414634;NA;0.2;0.4;NA;NA;0.24;0;0.285714285714286;"2014/06"
0.333333333333333;0;0.166666666666667;0;0.25;0;NA;0.5;0.5;1;1;0.5;0;0.0476190476190476;1;0.882352941176471;0.666666666666667;NA;0;0;0;0.166666666666667;1;0.125;0.0384615384615385;0.166666666666667;0.714285714285714;0;0;0.391304347826087;NA;0.238938053097345;0.333333333333333;0.282051282051282;0.333333333333333;NA;0.5;0.2;0;NA;NA;0.0555555555555556;1;0.0196078431372549;0.384615384615385;0;0;0.0359712230215827;0.307692307692308;0.181818181818182;"2014/09"
0.5;0.357142857142857;0.25;0.0833333333333333;NA;0.032258064516129;0.25;1;0;1;1;0.333333333333333;0;0.0555555555555556;0.666666666666667;0.488372093023256;0.5;NA;0.166666666666667;0;NA;0.166666666666667;0;0.166666666666667;0.0569620253164557;0;0.5;NA;0.333333333333333;0.207547169811321;0.666666666666667;0.176211453744493;0.571428571428571;0.258064516129032;0.333333333333333;NA;0.380952380952381;0.5;0;1;0;0.129032258064516;NA;NA;0.4;0;0;0.223529411764706;0.192307692307692;0.461538461538462;"2014/12"
0.333333333333333;0.2;0;0.75;0;0.333333333333333;0.5;0.5;NA;NA;1;0.382978723404255;0.15;0.2;1;0.477272727272727;0;NA;0;0;NA;0.2;0;0;0.116504854368932;NA;1;0;NA;0.375;1;0.206896551724138;0;0.304347826086957;0.0714285714285714;NA;NA;0.166666666666667;0;1;NA;0.230769230769231;NA;0;0;NA;0.2;0.209302325581395;0.1;0;"2015/03"
0;0;0.333333333333333;0;0;0.5;NA;NA;NA;1;1;0;0;0.0740740740740741;0.5;0.4;0;NA;0;0;NA;0;1;0;0.0116959064327485;NA;0.666666666666667;0;NA;0.0681818181818182;1;0.0555555555555556;0.6;0.285714285714286;0;NA;NA;0.2;0;NA;0;0;NA;NA;0;NA;0;0.4;0.0454545454545455;0;"2015/06"
1;0;0.2;0.0571428571428571;0;0;1;NA;NA;1;1;0.125;0.0555555555555556;0.1;NA;0.888888888888889;0;0.363636363636364;0.2;0;NA;NA;0.5;0.111111111111111;0.00869565217391304;0;0.647058823529412;0;NA;0.168067226890756;0.6;0.079646017699115;0.0769230769230769;0.4375;0.111111111111111;1;0;0.5;0;1;NA;0;NA;0;0;NA;0;0.0740740740740741;0;0.6;"2015/09"
0;0.25;0.666666666666667;0.4;0.166666666666667;0;NA;NA;NA;1;1;0.257142857142857;0.0196078431372549;0.1;0.2;0.4;NA;0.777777777777778;NA;0.25;NA;NA;0.111111111111111;0.3125;0;0;0.75;0;0;0.264150943396226;1;0.35;0;0;0.142857142857143;0;0;0.25;0.210526315789474;1;0.333333333333333;0;NA;NA;NA;0;0.125;0.3;0.233333333333333;0.25;"2015/11"
0.5;0.285714285714286;0.528455284552846;0.427350427350427;0;0.454545454545455;NA;NA;NA;NA;1;0.222222222222222;0.208860759493671;0.4;NA;0.473913043478261;1;0.818181818181818;NA;0;NA;NA;0.5;0.575757575757576;0.0735294117647059;NA;0.666666666666667;0;0.25;0.477611940298507;1;0.5;1;0.377906976744186;NA;NA;0.333333333333333;NA;0;1;1;0.272727272727273;NA;0;NA;NA;0;0.372093023255814;0.222222222222222;0.4;"2016/02"
0.652173913043478;0.4;0.666666666666667;0.3;0;0.25;NA;1;1;1;1;0.0833333333333333;0.127118644067797;0.116666666666667;NA;0.5;1;0.375;0.130434782608696;0.141176470588235;NA;NA;0;0.644230769230769;0.0379746835443038;0.333333333333333;0.722222222222222;0.5;1;0.249122807017544;0.6;0.407035175879397;0.6875;0.795539033457249;0;1;1;NA;0.5;1;NA;0.530769230769231;NA;1;0.5;0;0;0.974358974358974;0.217391304347826;0.19047619047619;"2016/06"
0.384615384615385;0.300546448087432;0;0.301369863013699;0;0.0714285714285714;NA;1;0;1;1;0.2;0;0.0363636363636364;0;0.4;0.25;0.5;0.108910891089109;0.0833333333333333;NA;0;1;0.438095238095238;0.031496062992126;0.375;1;1;0.523809523809524;0.583333333333333;0.909090909090909;0.491228070175439;0.5;0.864705882352941;0.4;NA;0.25;0;0.15625;1;NA;0.393700787401575;NA;0.333333333333333;0.444444444444444;0;0.181818181818182;0.897435897435897;0.172413793103448;0.25;"2016/09"
0;0.380952380952381;0.681159420289855;0.296296296296296;0;0.0512820512820513;1;NA;NA;1;1;0.375;0.0526315789473684;0.246575342465753;0.6;0.222748815165877;0.428571428571429;0;0.258064516129032;0.25;0;0.217391304347826;0.411764705882353;0.528089887640449;0.122950819672131;0.288288288288288;0.789473684210526;0.5;0.777777777777778;0.41025641025641;1;0.405994550408719;0.894736842105263;0.836501901140684;0;1;0.642857142857143;0.333333333333333;0.160714285714286;1;1;0.353448275862069;1;0.435294117647059;0.555555555555556;0;0.0606060606060606;0.622747747747748;0.21875;0.346153846153846;"2016/11"
0.666666666666667;0.5;0.452380952380952;0;NA;0.333333333333333;NA;0;NA;NA;1;0.2;0.12;0.294117647058824;0.285714285714286;0.419354838709677;0;0.0454545454545455;0;0.214285714285714;NA;0.740740740740741;0.75;0.363636363636364;0.0825688073394495;NA;1;NA;0.4;0.344827586206897;0.5;0.337837837837838;0.958333333333333;0.891566265060241;0;1;0.523809523809524;0.384615384615385;0.272727272727273;NA;0.769230769230769;0.277777777777778;1;0.25;NA;NA;0;0.4;0.111111111111111;0.207792207792208;"2017/03"
0.5;0.214285714285714;0.378378378378378;0.285714285714286;0;0.0909090909090909;NA;NA;1;1;1;0.214285714285714;0.1;0.166666666666667;1;0.113636363636364;0.285714285714286;0;0.0833333333333333;0.142857142857143;NA;1;NA;0.333333333333333;0.176470588235294;0.402777777777778;0.923076923076923;0;0;0.42;1;0.315789473684211;1;0.690909090909091;0.266666666666667;1;0.6;0.6;0.210526315789474;1;0.6;0.342857142857143;NA;0.263157894736842;0.130434782608696;0;0;0.368794326241135;0.2;0.571428571428571;"2017/09"
