"specie";"scientific_name";"short_name";"spawning_type";"migration";"diet";"parental_care";"slope.level";"ci.lower.level";"ci.upper.level";"p.level";"slope.prop";"ci.lower.prop";"ci.upper.prop";"p.prop";"p.shapiro";"aic";"n"
"22";"Hopli.sp3";"Hoplias argentinensis";"H.arg";"Partial";"No";"Pisc";"Yes";"0.362276448168013";"-0.145078695235625";"0.869631591571651";"0.156372207085908";"0.344333141967472";"-0.165480921746155";"0.854147205681098";"0.179405434657255";"0.73692899691591";"58.4080905771025";"40"
"23";"H.mbigua";"Hoplias mbigua";"H.mbi";"Partial";"No";"Pisc";"Yes";"0.545337737782442";"0.133167900876794";"0.95750757468809";"0.010798855258629";"-0.597703426322088";"-1.32428375414748";"0.1288769015033";"0.104212781724908";"0.0105208593240867";"36.5500424577561";"43"
"24";"Hopli.sp2";"Hoplias sp2";"H.sp2";"Partial";"No";"Pisc";"Yes";"-0.495889623208641";"-1.046080192319";"0.0543009459017153";"0.0759316766232456";"-0.0914578099994951";"-0.645853373798107";"0.462937753799117";"0.740244844330473";"0.214328167058756";"46.9908566648181";"41"
"25";"H.unitaen";"Hoplerythrinus unitaeniatus";"H.uni";"Partial";"No";"Pisc";"Yes";"0.0818333683535586";"-0.387663149916861";"0.551329886623978";"0.726319903441208";"-0.170727178666519";"-0.529808917000819";"0.188354559667781";"0.34212619432575";"0.000780720283418713";"56.7134470184062";"42"
"26";"P.maculat";"Pimelodus maculatus";"P.mac";"Partial";"No";"Omn";"No";"-0.0254563266656075";"-0.486980889876214";"0.436068236544999";"0.912583259018557";"0.04038928080936";"-0.334555459422319";"0.415334021041039";"0.830258034069881";"0.00376692882252317";"93.4887128601958";"66"
"27";"I.labrosu";"Iheringichthys labrosus";"I.lab";"Partial";"No";"Inv";"No";"-0.0825119855536113";"-0.512298204481557";"0.347274233374335";"0.701420724797557";"0.0508741960492234";"-0.248653937617069";"0.350402329715516";"0.734420629077092";"1.21543706106251e-06";"51.9393034595812";"53"
"28";"H.oremacu";"Hypophthalmus oremaculatus";"H.ore";"Partial";"No";"Plan";"No";"-0.0859465569301968";"-0.561894356198463";"0.390001242338069";"0.718024838179565";"-0.114445409796108";"-0.411098684566858";"0.182207864974642";"0.441574397289121";"3.19124444591727e-07";"59.6282615158855";"50"
"29";"S.lima";"Sorubim lima";"S.lim";"Total";"Yes";"Pisc";"No";"0.0623580051351108";"-0.634122941514086";"0.758838951784308";"0.857134654041085";"-0.386756527481911";"-0.791634403994504";"0.0181213490306806";"0.0606132313139571";"0.000379838322460195";"56.7211002546184";"41"
"30";"P.corrusc";"Pseudoplatystoma corruscans ";"P.cor";"Total";"Yes";"Pisc";"No";"0.0518006940664661";"-0.476837173599846";"0.580438561732779";"0.845307540450761";"0.320586956389762";"-0.221856630978295";"0.86303054375782";"0.241876538041881";"0.0147584069626286";"92.0162370601995";"64"
"31";"H.platyrh";"Hemisorubim platyrhynchos";"H.pla";"Total";"Yes";"Pisc";"No";"0.112730642245053";"-0.431559854789855";"0.657021139279961";"0.679611338870991";"-0.194881880095258";"-0.511141103849707";"0.121377343659191";"0.2220202314274";"0.00171305167185593";"67.1258720432808";"57"
"32";"A.osteomy";"Auchenipterus osteomystax";"A.ost";"Partial";"No";"Ins";"Yes";"0.301339242130072";"-0.0247820165888663";"0.62746050084901";"0.0695199312353938";"-0.301574382897531";"-0.624084532042086";"0.0209357662470247";"0.0663268557132533";"0.600908745734119";"50.8006334368553";"66"
"33";"P.galeatu";"Trachelyopterus galeatus";"T.gal";"Partial";"No";"Omn";"Yes";"-0.150340386660788";"-0.521198164251497";"0.220517390929921";"0.421117799724836";"0.167093087479062";"-0.424545978098701";"0.758732153056825";"0.574668168997735";"0.0368541252540782";"58.3566652980329";"68"
"34";"P.mysteri";"Pimelodus mysteriosus";"P.mys";"Total";"No";"Omn";"No";"-0.430537907669996";"-1.20429354191963";"0.343217726579632";"0.263606629947443";"0.369408061096745";"-0.104674740166848";"0.843490862360339";"0.121503768609459";"0.0604515637923551";"43.6853244147296";"30"
"35";"T.paragua";"Trachydoras paraguayensis";"T.par";"Partial";"No";"Inv";"No";"-0.299100680441923";"-0.680895451973033";"0.0826940910891876";"0.122154953607628";"-0.0372096341516317";"-0.377205834031352";"0.302786565728088";"0.827208576744585";"4.11674847854884e-05";"62.3766177662311";"58"
"36";"P.granulo";"Pterodoras granulosus";"P.gra";"Partial";"Yes";"Omn";"No";"-0.0927340512154917";"-0.526730334609336";"0.341262232178353";"0.670069639532569";"0.00613122217450123";"-0.281923771462937";"0.294186215811939";"0.966119080045381";"5.21664037212229e-07";"71.3763834870583";"57"
"37";"P.ambrose";"Pterygoplichthys ambrosettii ";"P.amb";"Partial";"No";"Det";"Yes";"0.00588874977480654";"-0.268301909563161";"0.280079409112774";"0.965918942009819";"-0.159871865846";"-0.468603009205699";"0.148859277513698";"0.304880573730339";"0.00314271234782056";"35.1075955203832";"68"
"38";"L.platyme";"Loricariichthys platymetopon";"L.pla";"Partial";"No";"Det";"Yes";"0.346553563481269";"0.0614547349243763";"0.631652392038163";"0.0179764539218877";"-0.269121649900549";"-0.814043495911818";"0.275800196110721";"0.32762831780464";"0.00120666356828207";"36.4674881063929";"68"
"39";"H.littora";"Hoplosternum littorale";"H.lit";"Partial";"No";"Inv";"Yes";"-0.00108784372589086";"-0.356191338558352";"0.35401565110657";"0.995132372899594";"-0.288904744841265";"-0.75824057823747";"0.18043108855494";"0.223089085137572";"0.0384414405600367";"56.7404229872793";"64"
"40";"R.hahni";"Rhamphichthys hahni";"R.hah";"Partial";"No";"Ins";"No";"-0.212632852050778";"-0.748715585441449";"0.323449881339893";"0.428742030348071";"-0.211042154537125";"-0.630785086695272";"0.208700777621023";"0.316802498136584";"0.00576094477913547";"73.6323807829912";"49"
"41";"G.inaequi";"Gymnotus inaequilabiatus";"G.ina";"Partial";"No";"Ins";"Yes";"0.0794634092803573";"-0.424458849351718";"0.583385667912433";"0.752473310170443";"0.168144107250492";"-0.298534165533643";"0.634822380034627";"0.472149741051602";"0.0212293551890189";"71.1028011572492";"50"
"42";"E.triline";"Eigenmannia trilineata";"E.tri";"Total";"No";"Ins";"No";"0.319631048147443";"-0.204524240277511";"0.843786336572396";"0.226265920999821";"-0.396642099867057";"-0.76231196227801";"-0.0309722374561042";"0.0341075738789807";"0.00726883096449172";"73.6632875576506";"52"
"43";"C.britski";"Crenicichla britskii";"C.bri";"Total";"No";"Ins";"Yes";"0.0905201423682113";"-0.541246952023589";"0.722287236760012";"0.774611874862807";"-0.705262130778236";"-1.45303102025886";"0.0425067587023861";"0.0639540956013725";"0.00409268504966989";"90.6237944557547";"52"
"44";"S.pappate";"Satanoperca setepele";"S.set";"Partial";"No";"Inv";"Yes";"0.610446462898516";"0.287931602502076";"0.932961323294957";"0.00034307504055978";"-0.103523704107516";"-0.493715005410764";"0.286667597195731";"0.598006622951207";"0.053717652725475";"55.8277003339213";"68"
"45";"A.crassip";"Astronotus crassipinnis";"A.cra";"Partial";"No";"Pisc";"Yes";"-0.16903337627493";"-0.663125850949888";"0.325059098400027";"0.495718836190089";"0.0651588440158894";"-0.284144601512905";"0.414462289544684";"0.709877031369018";"6.91326839179371e-05";"88.8215414734159";"57"
"46";"C.piquiti";"Cichla piquiti";"C.piq";"Partial";"No";"Pisc";"Yes";"-0.700775175714684";"-1.26584815028402";"-0.135702201145351";"0.0165862828976671";"-0.2419095785016";"-0.548114906508881";"0.0642957495056805";"0.117628464093424";"0.00115099745591638";"48.7431742710677";"37"
"47";"C.kelberi";"Cichla kelberi";"C.kel";"Total";"No";"Pisc";"Yes";"-0.139803500685593";"-0.547416123093564";"0.267809121722378";"0.495416571902568";"-0.0578648626563662";"-0.429017743866976";"0.313288018554244";"0.756291475773992";"0.675969276984487";"65.9069413277681";"64"
"48";"G.sveni";"Geophagus sveni";"G.sve";"Partial";"No";"Det";"Yes";"-0.163524710130141";"-0.603724727872609";"0.276675307612326";"0.457841344445549";"-0.286714519476006";"-0.696786260431272";"0.12335722147926";"0.165722445895148";"0.00209890013978804";"49.8713564754449";"46"
"49";"P.squamos";"Plagioscion squamosissimus";"P.squ";"Partial";"No";"Pisc";"No";"-0.104758540850127";"-0.54954778128617";"0.340030699585916";"0.638688760263409";"0.0713828511759588";"-0.279482089927476";"0.422247792279394";"0.684967803790818";"0.00324761045204627";"71.6070431616785";"57"
