"specie";"scientific_name";"short_name";"spawning_type";"migration";"diet";"parental_care";"slope.level";"ci.lower.level";"ci.upper.level";"p.level";"slope.prop";"ci.lower.prop";"ci.upper.prop";"p.prop";"p.shapiro";"aic";"n"
"1";"L.frideri";"Leporinus friderici ";"L.fri";"Total";"No";"Omn";"No";"1.35478013987105";"0.275826440277574";"2.43373383946453";"0.0148586621245725";"-0.246433803264863";"-1.05035190812126";"0.557484301591532";"0.541158590909163";"0.126035194271915";"163.801258811834";"55"
"2";"L.lacustr";"Leporinus lacustris";"L.lac";"Partial";"No";"Herb";"No";"1.42258172446042";"0.368217105247554";"2.47694634367329";"0.00897138889156841";"0.477853577720036";"-0.744856720277762";"1.70056387571783";"0.437832107678464";"0.0286444892547736";"192.538989119426";"67"
"3";"S.borelli";"Schizodon borellii";"S.bor";"Total";"No";"Herb";"No";"0.988358803893706";"0.0180538395397118";"1.9586637682477";"0.0460076517274533";"-1.02424251019424";"-2.37681792615321";"0.328332905764725";"0.135256308778043";"0.137283410044604";"184.722079615419";"67"
"4";"M.macroce";"Megaleporinus macrocephalus";"M.mac";"Total";"Yes";"Omn";"No";"0.887637183199598";"0.255000275351612";"1.52027409104758";"0.0074377226059094";"0.0328966441406449";"-0.429860017542888";"0.495653305824178";"0.885775080638385";"0.0369252027055505";"59.68046797041";"35"
"5";"M.piavuss";"Megaleporinus piavussu";"M.pia";"Total";"Yes";"Herb";"No";"1.02663547661159";"-0.0822791657186104";"2.1355501189418";"0.068869607789125";"0.194227804233814";"-0.638210690481033";"1.02666629894866";"0.641599134347151";"0.266053420177077";"157.68549732821";"55"
"6";"S.brevipi";"Steindachnerina brevipinna";"S.bre";"Total";"No";"Det";"No";"-0.817922760099924";"-2.53857317214948";"0.902727651949636";"0.344820103746613";"0.224448837105773";"-1.35034087910722";"1.79923855331877";"0.776164514196301";"0.384207951036664";"211.092763435222";"57"
"7";"S.insculp";"Steindachnerina insculpta ";"S.ins";"Total";"No";"Det";"No";"-0.0934856819474595";"-1.61742620966162";"1.4304548457667";"0.902694129862356";"2.36231876737683";"0.853100643439562";"3.87153689131409";"0.0027107176640497";"0.402203647870645";"212.161651124432";"61"
"8";"C.nagelii";"Cyphocharax nagelii";"C.nag";"Total";"No";"Det";"No";"-0.174199834971059";"-1.77264420148484";"1.42424453154272";"0.824971582677932";"-0.58131709982382";"-1.51935184435017";"0.356717644702535";"0.214736164082599";"0.163376854144468";"90.2451308674757";"31"
"9";"C.modestu";"Cyphocharax modestus";"C.mod";"Total";"No";"Det";"No";"-0.773110265406645";"-1.71192415009766";"0.165703619284375";"0.103100954050968";"-0.149263565518707";"-0.672388643483754";"0.37386151244634";"0.564818552501568";"0.0211030533740812";"77.6311813325226";"34"
"10";"P.lineatu";"Prochilodus lineatus";"P.lin";"Total";"Yes";"Det";"No";"1.34840776991709";"0.443774015614928";"2.25304152421925";"0.00411760734758667";"0.498974835467372";"-0.550972291160973";"1.54892196209572";"0.345807247001775";"0.0149337374361274";"175.22849487182";"65"
"11";"S.margina";"Serrasalmus marginatus";"S.mar";"Partial";"No";"Pisc";"Yes";"-0.357810833696003";"-1.54706262369925";"0.831440956307248";"0.549924300385655";"0.950904493663949";"-0.23764590321397";"2.13945489054187";"0.114903981459509";"0.926351365109496";"211.621705670869";"67"
"12";"S.maculat";"Serrasalmus maculatus";"S.mac";"Partial";"No";"Pisc";"Yes";"0.45562047524025";"-0.511568417744452";"1.42280936822495";"0.349820676944258";"-0.499464919253903";"-1.40992441194541";"0.410994573437608";"0.27687967657081";"0.00109306360896363";"170.520198233333";"63"
"13";"M.lippinc";"Metynnis lippincottianus ";"M.lip";"Total";"No";"Omn";"No";"-1.13379472626115";"-2.09511317510647";"-0.17247627741582";"0.0216148333191121";"0.733384717670058";"-0.163374831312372";"1.63014426665249";"0.107037740075628";"0.0373046325216517";"171.157278377216";"61"
"14";"P.mesopot";"Piaractus mesopotamicus";"P.mes";"Total";"Yes";"Herb";"No";"1.53055715352628";"0.564195473004641";"2.49691883404793";"0.00296163953267555";"0.358637423697313";"-0.371114207575043";"1.08838905496967";"0.323561367202756";"0.468812244300838";"77.2581762381251";"33"
"15";"H.orthono";"Hemiodus orthonops";"H.ort";"Total";"No";"Det";"No";"0.426531993166959";"-1.49604280738609";"2.34910679372001";"0.65374589798079";"0.252864310419475";"-1.79503110148582";"2.30075972232476";"0.802629325028121";"0.0547327003663675";"120.702619088025";"33"
"16";"R.vulpinu";"Rhaphiodon vulpinus";"R.vul";"Total";"Yes";"Pisc";"No";"0.353151145748442";"-0.632003972479824";"1.33830626397671";"0.474869197022438";"0.268473919257492";"-0.446044162832026";"0.98299200134701";"0.45397003895406";"0.0144522802305527";"142.818885654507";"53"
"17";"Ast.lacus";"Astyanax lacustris";"Ast.l";"Partial";"No";"Ins";"No";"-0.22845301363822";"-1.6231834523786";"1.16627742510216";"0.744567407607728";"1.82243001947736";"0.3681237787206";"3.27673626023413";"0.0148623313145786";"0.15473294695035";"225.604236947357";"67"
"18";"M.aff.int";"Moenkhausia intermedia";"M.int";"Partial";"No";"Omn";"No";"0.05422363760465";"-1.78903514126112";"1.89748241647042";"0.953259499951335";"0.27863997813674";"-1.61625514721801";"2.17353510349149";"0.769605898813607";"0.0296106361964644";"256.034168243284";"62"
"19";"R.descalv";"Roeboides descalvadensis";"R.des";"Partial";"No";"Ins";"No";"-0.406443187881383";"-1.62077236978038";"0.807885994017615";"0.50603065344539";"0.802273488228289";"-1.15009000075213";"2.75463697720871";"0.414648029716688";"0.805859769474884";"218.211065905794";"66"
"20";"A.lacustr";"Acestrorhynchus lacustris";"A.lac";"Partial";"No";"Pisc";"No";"1.03140313144483";"-0.282612337431173";"2.34541860032083";"0.121796856549739";"-1.13146792985541";"-2.56789175865254";"0.304955898941721";"0.120509205657967";"0.20593865746315";"220.221901766752";"67"
"21";"S.brasili";"Salminus brasiliensis";"S.bra";"Total";"Yes";"Pisc";"No";"0.714227528304691";"-0.531455884557177";"1.95991094116656";"0.250476305365131";"0.420135305010965";"-0.336030846657929";"1.17630145667986";"0.265111582170041";"0.280239521711468";"80.9586068733051";"32"
"22";"Hopli.sp3";"Hoplias argentinensis";"H.arg";"Partial";"No";"Pisc";"Yes";"0.250262717192776";"-0.958274282742042";"1.45879971712759";"0.677217129295649";"-0.556378941914771";"-1.70533168231841";"0.592573798488864";"0.332875949620442";"0.0674803477574796";"113.16290756204";"40"
"23";"H.mbigua";"Hoplias mbigua";"H.mbi";"Partial";"No";"Pisc";"Yes";"0.0183751985152619";"-0.992458796080248";"1.02920919311077";"0.970875358781943";"-0.717720808772595";"-2.41519371812071";"0.979752100575522";"0.397892093107727";"0.693128832039242";"102.277727039191";"43"
"24";"Hopli.sp2";"Hoplias sp2";"H.sp2";"Partial";"No";"Pisc";"Yes";"-1.72209967067762";"-3.18641885894273";"-0.257780482412502";"0.0223937338320358";"-1.12738267731603";"-2.54261754949787";"0.287852194865806";"0.115097824586718";"0.812397995927197";"124.581396085365";"41"
"25";"H.unitaen";"Hoplerythrinus unitaeniatus";"H.uni";"Partial";"No";"Pisc";"Yes";"0.251225214785219";"-1.17664734088353";"1.67909777045397";"0.723676166126554";"0.143398746422767";"-0.936817673086697";"1.22361516593223";"0.789584725149218";"0.0127972523250758";"138.779043105449";"41"
"26";"P.maculat";"Pimelodus maculatus";"P.mac";"Partial";"No";"Omn";"No";"-0.137686011273333";"-0.982310234047257";"0.70693821150059";"0.745626529576987";"-0.386560318111365";"-1.09247769818081";"0.319357061958084";"0.277910206729766";"0.0249201748300027";"172.615551809309";"65"
"27";"I.labrosu";"Iheringichthys labrosus";"I.lab";"Partial";"No";"Inv";"No";"-0.832763853349984";"-2.46251705193925";"0.796989345239285";"0.309536632593379";"0.540857594570459";"-0.477539547863227";"1.55925473700415";"0.291084864001587";"0.0745420822961848";"175.03609297269";"52"
"28";"H.oremacu";"Hypophthalmus oremaculatus";"H.ore";"Partial";"No";"Plan";"No";"0.637696650098694";"-0.485446826652005";"1.76084012684939";"0.259002484719374";"0.573595374714061";"-0.183189385723834";"1.33038013515196";"0.133944217594077";"0.196763856689341";"141.250388622727";"49"
"29";"S.lima";"Sorubim lima";"S.lim";"Total";"Yes";"Pisc";"No";"0.438367853767946";"-0.999601548754815";"1.87633725629071";"0.540822470612273";"-0.526907569768403";"-1.53169922232169";"0.47788408278488";"0.295126100399052";"8.00090351358168e-05";"120.765787475775";"41"
"30";"P.corrusc";"Pseudoplatystoma corruscans ";"P.cor";"Total";"Yes";"Pisc";"No";"0.375247322329129";"-0.50123391806952";"1.25172856272778";"0.395191601844401";"0.293620450792727";"-0.641066500078374";"1.22830740166383";"0.532146964143819";"0.0080387892417315";"153.798097292512";"63"
"31";"H.platyrh";"Hemisorubim platyrhynchos";"H.pla";"Total";"Yes";"Pisc";"No";"0.268970876700206";"-0.877809163463811";"1.41575091686422";"0.639973416986163";"0.0481658889085966";"-0.683494171887527";"0.77982594970472";"0.895452496434701";"0.0231860553039939";"143.597190657238";"56"
"32";"A.osteomy";"Auchenipterus osteomystax";"A.ost";"Partial";"No";"Ins";"Yes";"0.0738643481774749";"-1.09856463343364";"1.24629332978859";"0.900188931851208";"0.832893613235789";"-0.371183896447038";"2.03697112291862";"0.171703705139661";"0.15417823805275";"212.610543363946";"65"
"33";"P.galeatu";"Trachelyopterus galeatus";"T.gal";"Partial";"No";"Omn";"Yes";"-0.794834558366511";"-1.81279801254334";"0.223128895810321";"0.123728334860088";"0.91868590293655";"-0.731562212793895";"2.56893401866699";"0.270243554706125";"0.116231961045861";"184.281853573557";"67"
"34";"P.mysteri";"Pimelodus mysteriosus";"P.mys";"Total";"No";"Omn";"No";"-1.07980485350102";"-3.08491963795373";"0.925309930951684";"0.27892554350795";"-0.0278105666509086";"-1.24709279268792";"1.1914716593861";"0.963016974650605";"1.54138955808604e-05";"93.9668799450328";"30"
"35";"T.paragua";"Trachydoras paraguayensis";"T.par";"Partial";"No";"Inv";"No";"-1.24148723539687";"-2.38207327018349";"-0.100901200610247";"0.0334615705411758";"-0.415824155931439";"-1.37766511516129";"0.54601680329841";"0.38991321515743";"0.463613250551031";"169.158557077116";"57"
"36";"P.granulo";"Pterodoras granulosus";"P.gra";"Partial";"Yes";"Omn";"No";"-0.195900687525289";"-1.29568279484448";"0.903881419793905";"0.722303086218274";"0.340912831279669";"-0.376798793898053";"1.05862445645739";"0.345052497129529";"0.000304786993037926";"162.669305320187";"56"
"37";"P.ambrose";"Pterygoplichthys ambrosettii ";"P.amb";"Partial";"No";"Det";"Yes";"-0.539394419524884";"-1.49138335430837";"0.412594515258604";"0.261896254276516";"1.14667775343509";"-0.00680594938404244";"2.30016145625421";"0.0513266006961501";"0.908301700747203";"180.870946803667";"67"
"38";"L.platyme";"Loricariichthys platymetopon";"L.pla";"Partial";"No";"Det";"Yes";"0.0622288158935191";"-0.85772615699899";"0.982183788786028";"0.892930765211801";"0.272322358740363";"-1.49922715406249";"2.04387187154322";"0.759771312933702";"0.310428226030096";"178.637034908891";"67"
"39";"H.littora";"Hoplosternum littorale";"H.lit";"Partial";"No";"Inv";"Yes";"1.7952213662659";"0.446826791537974";"3.14361594099382";"0.00992428412027131";"0.627180365603412";"-1.02764267195895";"2.28200340316578";"0.451349203524641";"0.121925356925519";"206.850547791698";"63"
"40";"R.hahni";"Rhamphichthys hahni";"R.hah";"Partial";"No";"Ins";"No";"-0.481100743514686";"-0.94941423434579";"-0.0127872526835824";"0.0443092556458303";"0.273783571490217";"-0.0476927848895257";"0.595259927869961";"0.0931694060316985";"0.926421774011029";"55.3263388112178";"48"
"41";"G.inaequi";"Gymnotus inaequilabiatus";"G.ina";"Partial";"No";"Ins";"Yes";"-1.132465188467";"-2.26973029186443";"0.00479991493043763";"0.0509356318471145";"0.862416083026764";"-0.242029921797023";"1.96686208785055";"0.122917998622592";"0.605050067002383";"153.123483483749";"50"
"42";"E.triline";"Eigenmannia trilineata";"E.tri";"Total";"No";"Ins";"No";"1.05212138702867";"-0.0051918428762292";"2.10943461693358";"0.0510909205478091";"-0.63692487047864";"-1.35722026729124";"0.0833705263339626";"0.081753063221873";"0.0915106768054108";"142.241664155704";"51"
"43";"C.britski";"Crenicichla britskii";"C.bri";"Total";"No";"Ins";"Yes";"-0.655211600890112";"-1.56989023357136";"0.259467031791139";"0.156279956802456";"-0.355928988340933";"-1.38938654722745";"0.677528570545583";"0.491975956025073";"0.00937343259955126";"121.718871009854";"51"
"44";"S.pappate";"Satanoperca setepele";"S.set";"Partial";"No";"Inv";"Yes";"-1.12817331224992";"-1.96597871231387";"-0.290367912185973";"0.00909995912576719";"0.934366946191935";"-0.0738452791504696";"1.94257917153434";"0.0687254202249844";"0.705803961677412";"170.941665903533";"67"
"45";"A.crassip";"Astronotus crassipinnis";"A.cra";"Partial";"No";"Pisc";"Yes";"0.313991109300744";"-0.584505676547282";"1.21248789514877";"0.486410700616787";"0.491779228938403";"-0.154779857089378";"1.13833831496618";"0.133057747454781";"0.00333348479207142";"150.488775917667";"56"
"46";"C.piquiti";"Cichla piquiti";"C.piq";"Partial";"No";"Pisc";"Yes";"0.535417961363301";"-0.283617720722458";"1.35445364344906";"0.192856926398246";"-0.00711856678965928";"-0.477549608277861";"0.463312474698542";"0.975647179214207";"0.000816383416971911";"78.5446052146169";"37"
"47";"C.kelberi";"Cichla kelberi";"C.kel";"Total";"No";"Pisc";"Yes";"-0.100701267078821";"-1.17743573500586";"0.97603320084822";"0.852270128313397";"-0.239273259418747";"-1.20732988640699";"0.728783367569498";"0.622908893557835";"0.0505059446206276";"181.211878744565";"64"
"48";"G.sveni";"Geophagus sveni";"G.sve";"Partial";"No";"Det";"Yes";"-1.04268628861891";"-2.66006334793465";"0.574690770696829";"0.200487255934812";"0.292107919201787";"-1.20494237683936";"1.78915821524293";"0.69589342702417";"0.674846108005464";"157.166573877184";"46"
"49";"P.squamos";"Plagioscion squamosissimus";"P.squ";"Partial";"No";"Pisc";"No";"-0.622108364971491";"-1.67475242318909";"0.430535693246108";"0.241151907061994";"-0.691070333501578";"-1.47594557930695";"0.0938049123037917";"0.0831505819392536";"0.797381953045471";"153.664519635161";"56"
