"specie";"scientific_name";"short_name";"spawning_type";"migration";"diet";"parental_care";"slope.level";"ci.lower.level";"ci.upper.level";"p.level";"slope.prop";"ci.lower.prop";"ci.upper.prop";"p.prop";"p.shapiro";"aic";"n"
"22";"Hopli.sp3";"Hoplias argentinensis";"H.arg";"Partial";"No";"Pisc";"Yes";"0.521382173606677";"-0.767080202293145";"1.8098445495065";"0.417519245453868";"-0.637156090528094";"-1.79428217714359";"0.519969996087403";"0.271746232454076";"0.127887118965557";"112.571872392678";"40"
"23";"H.mbigua";"Hoplias mbigua";"H.mbi";"Partial";"No";"Pisc";"Yes";"-1.50812619349587";"-2.47749544555997";"-0.538756941431767";"0.00313449160605435";"-0.184971827904156";"-1.67576540489541";"1.3058217490871";"0.803277845344962";"0.973350095851538";"95.0540222325618";"43"
"24";"Hopli.sp2";"Hoplias sp2";"H.sp2";"Partial";"No";"Pisc";"Yes";"-1.1821814000858";"-3.20614328794624";"0.841780487774638";"0.244379631287576";"-0.408397009418817";"-2.44036588501559";"1.62357186617796";"0.686382841312293";"0.427140074031408";"126.102061363628";"41"
"25";"H.unitaen";"Hoplerythrinus unitaeniatus";"H.uni";"Partial";"No";"Pisc";"Yes";"1.08332173083214";"-0.399178903589768";"2.56582236525404";"0.14742305952482";"0.0175480802486325";"-1.04287959735912";"1.07797575785639";"0.973469139066059";"0.130858796448134";"140.486920734035";"42"
"26";"P.maculat";"Pimelodus maculatus";"P.mac";"Partial";"No";"Omn";"No";"-0.56226682996887";"-1.47038731458938";"0.345853654651643";"0.220574573638347";"-0.312700334805747";"-1.01906679059266";"0.393666120981168";"0.379713367385356";"0.0398487822683371";"173.698183386116";"66"
"27";"I.labrosu";"Iheringichthys labrosus";"I.lab";"Partial";"No";"Inv";"No";"-1.1892355724213";"-2.92200185725033";"0.543530712407735";"0.174180333420984";"0.530601077233818";"-0.470859414857191";"1.53206156932483";"0.292355409918374";"0.047262348815438";"177.055002783584";"53"
"28";"H.oremacu";"Hypophthalmus oremaculatus";"H.ore";"Partial";"No";"Plan";"No";"0.791416313416789";"-0.506308083894815";"2.08914071072839";"0.22598622999395";"0.593413004364358";"-0.131717340421987";"1.3185433491507";"0.106370512966195";"0.141294127741218";"143.841449302309";"50"
"29";"S.lima";"Sorubim lima";"S.lim";"Total";"Yes";"Pisc";"No";"-0.193101318827429";"-1.86377561060079";"1.47757297294593";"0.816252472157205";"-0.337885405144035";"-1.29127654210493";"0.615505731816863";"0.477482141228435";"6.39334354223977e-05";"120.796975645083";"41"
"30";"P.corrusc";"Pseudoplatystoma corruscans ";"P.cor";"Total";"Yes";"Pisc";"No";"-0.292361179661992";"-1.24355651267987";"0.658834153355886";"0.541099422428271";"0.437631907521942";"-0.482940944403428";"1.35820475944731";"0.345557396859661";"0.00449389391684174";"155.543206721054";"64"
"31";"H.platyrh";"Hemisorubim platyrhynchos";"H.pla";"Total";"Yes";"Pisc";"No";"-0.451829617382435";"-1.50567407306513";"0.602014838300255";"0.393820536585242";"0.0544892261373432";"-0.647322756024858";"0.756301208299544";"0.876881162902928";"0.00925295423886059";"144.845564326376";"57"
"32";"A.osteomy";"Auchenipterus osteomystax";"A.ost";"Partial";"No";"Ins";"Yes";"0.584513325094308";"-0.718054727110103";"1.88708137729872";"0.373274977268834";"0.727473234241766";"-0.446247559059621";"1.90119402754315";"0.22009875776687";"0.296874122170188";"214.165958303272";"66"
"33";"P.galeatu";"Trachelyopterus galeatus";"T.gal";"Partial";"No";"Omn";"Yes";"-1.55102134535889";"-2.55729355305271";"-0.544749137665065";"0.00304762357498481";"1.20245317782954";"-0.349652248063711";"2.75455860372279";"0.126663042895636";"0.454187866901244";"180.12920089849";"68"
"34";"P.mysteri";"Pimelodus mysteriosus";"P.mys";"Total";"No";"Omn";"No";"-1.09164407796706";"-3.55365428296597";"1.37036612703184";"0.370993022953531";"-0.00640160454353933";"-1.27127061398606";"1.25846740489899";"0.991790883585469";"1.7355884984062e-05";"93.8331410117806";"30"
"35";"T.paragua";"Trachydoras paraguayensis";"T.par";"Partial";"No";"Inv";"No";"0.358651706967694";"-0.951788393111928";"1.66909180704732";"0.585579940088711";"-0.579484268012045";"-1.55363296391359";"0.394664427889501";"0.238328407117419";"0.863599766682352";"174.958861998521";"58"
"36";"P.granulo";"Pterodoras granulosus";"P.gra";"Partial";"Yes";"Omn";"No";"-0.0994877947617557";"-1.19918905646292";"1.0002134669394";"0.856750406309177";"0.288895289334983";"-0.385935138557007";"0.963725717226974";"0.394526101749323";"0.000213806372842617";"164.595632721086";"57"
"37";"P.ambrose";"Pterygoplichthys ambrosettii ";"P.amb";"Partial";"No";"Det";"Yes";"0.113842316009891";"-0.865350878394546";"1.09303551041433";"0.817119989625727";"0.986976622725998";"-0.126565875003497";"2.10051912045549";"0.0813930001154776";"0.826283547783253";"184.080262366271";"68"
"38";"L.platyme";"Loricariichthys platymetopon";"L.pla";"Partial";"No";"Det";"Yes";"-0.644870980880466";"-1.61251625892243";"0.322774297161503";"0.187852348400452";"0.257562496923823";"-1.51763911289019";"2.03276410673784";"0.772919848160708";"0.429701364793734";"179.196385869073";"68"
"39";"H.littora";"Hoplosternum littorale";"H.lit";"Partial";"No";"Inv";"Yes";"1.89576381367245";"0.509655864126578";"3.28187176321833";"0.00815901558826362";"0.693285994566708";"-0.926876871889158";"2.31344886102257";"0.395533611349423";"0.857442279814468";"208.764988691577";"64"
"40";"R.hahni";"Rhamphichthys hahni";"R.hah";"Partial";"No";"Ins";"No";"-0.304449809336899";"-0.817323873576268";"0.208424254902469";"0.238256300589866";"0.272499378397791";"-0.0494696406759114";"0.594468397471494";"0.0951999428776253";"0.809970547997463";"59.3565917347463";"49"
"41";"G.inaequi";"Gymnotus inaequilabiatus";"G.ina";"Partial";"No";"Ins";"Yes";"-0.301578981845308";"-1.72609032141601";"1.12293235772539";"0.672125206565391";"0.855822268651733";"-0.287941760803859";"1.99958629810733";"0.138941934566897";"0.0852529220627093";"156.422686459781";"50"
"42";"E.triline";"Eigenmannia trilineata";"E.tri";"Total";"No";"Ins";"No";"0.417567296650505";"-0.75717359927192";"1.59230819257293";"0.478422733827416";"-0.579416440125967";"-1.3166018929792";"0.157769012727264";"0.120657016921446";"0.0113771438616571";"147.784481584539";"52"
"43";"C.britski";"Crenicichla britskii";"C.bri";"Total";"No";"Ins";"Yes";"-0.91844148387978";"-1.89382757845962";"0.0569446107000651";"0.0643733780792525";"-0.363801206705046";"-1.31703027732733";"0.589427863917239";"0.446786676074928";"0.0309469915739254";"121.634386045666";"52"
"44";"S.pappate";"Satanoperca setepele";"S.set";"Partial";"No";"Inv";"Yes";"-0.786714101400294";"-1.71734005544425";"0.14391185264366";"0.0961462260165694";"0.977031754658115";"-0.0727497405173072";"2.02681324983354";"0.0675928115207109";"0.641680899815962";"178.548176448676";"68"
"45";"A.crassip";"Astronotus crassipinnis";"A.cra";"Partial";"No";"Pisc";"Yes";"-0.610607169396045";"-1.65817825894689";"0.436963920154797";"0.24769722862272";"0.48013213514465";"-0.142456370815156";"1.10272064110446";"0.127912530084103";"0.000180036372373786";"151.653348850598";"57"
"46";"C.piquiti";"Cichla piquiti";"C.piq";"Partial";"No";"Pisc";"Yes";"0.836736424746082";"-0.13656987388139";"1.81004272337355";"0.0896504325599119";"0.000369605723029736";"-0.461525312516756";"0.462264523962816";"0.998711992343865";"0.000128212854653356";"77.1016590301905";"37"
"47";"C.kelberi";"Cichla kelberi";"C.kel";"Total";"No";"Pisc";"Yes";"-0.88968981752301";"-1.95654197970119";"0.17716234465517";"0.100528612256233";"-0.181497353057237";"-1.05351339694309";"0.690518690828612";"0.678729986945421";"0.00809549172690554";"178.685452141623";"64"
"48";"G.sveni";"Geophagus sveni";"G.sve";"Partial";"No";"Det";"Yes";"1.87083471702768";"0.0449695281733928";"3.69669990588197";"0.0448509391406324";"0.662195285843273";"-0.947602132214791";"2.27199270390134";"0.411362208081536";"0.446196241311424";"155.780649412218";"46"
"49";"P.squamos";"Plagioscion squamosissimus";"P.squ";"Partial";"No";"Pisc";"No";"0.0790633346432706";"-1.07238418378434";"1.23051085307088";"0.891018303494884";"-0.679608567227332";"-1.49045711731027";"0.13123998285561";"0.0986602101553624";"0.668213066253575";"160.229966772132";"57"
