"specie";"scientific_name";"short_name";"spawning_type";"migration";"diet";"parental_care";"slope.level";"ci.lower.level";"ci.upper.level";"p.level";"slope.prop";"ci.lower.prop";"ci.upper.prop";"p.prop";"p.shapiro";"aic";"n"
"33";"P.galeatu";"Trachelyopterus galeatus";"T.gal";"Partial";"No";"Omn";"Yes";"-0.155969373440661";"-0.50757248715845";"0.195633740277128";"0.378836808379294";"0.115065121306246";"-0.440559153411218";"0.67068939602371";"0.680467387890048";"0.0956632718557743";"56.7612840169191";"67"
"34";"P.mysteri";"Pimelodus mysteriosus";"P.mys";"Total";"No";"Omn";"No";"-0.499299548024797";"-1.09826646319458";"0.0996673671449863";"0.0986591352898585";"0.362827197957039";"-0.0841137811283356";"0.809768177042414";"0.107339904432437";"0.0404485617357492";"42.6617695393419";"30"
"35";"T.paragua";"Trachydoras paraguayensis";"T.par";"Partial";"No";"Inv";"No";"-0.160518482950929";"-0.580139119210173";"0.259102153308316";"0.44646256564294";"-0.0199050342827132";"-0.380868867284915";"0.341058798719488";"0.912377281364845";"4.78650457262169e-06";"63.8520188263511";"57"
"36";"P.granulo";"Pterodoras granulosus";"P.gra";"Partial";"Yes";"Omn";"No";"-0.285978553086959";"-0.752236130335053";"0.180279024161135";"0.224046552560706";"0.0385450691269171";"-0.258150462396079";"0.335240600649913";"0.795429572876415";"2.82062333614088e-05";"69.3717082503183";"56"
"37";"P.ambrose";"Pterygoplichthys ambrosettii ";"P.amb";"Partial";"No";"Det";"Yes";"0.00019853702151492";"-0.279350612897326";"0.279747686940356";"0.998872377943125";"-0.147749155009873";"-0.46560691914192";"0.170108609122174";"0.35658529644815";"0.00221476887746836";"35.3304019782008";"67"
"38";"L.platyme";"Loricariichthys platymetopon";"L.pla";"Partial";"No";"Det";"Yes";"0.212799345365348";"-0.0825420194682162";"0.508140710198913";"0.154909436822615";"-0.285712622289205";"-0.832527615920674";"0.261102371342265";"0.300495323466929";"0.000130768250416186";"40.4226637542552";"67"
"39";"H.littora";"Hoplosternum littorale";"H.lit";"Partial";"No";"Inv";"Yes";"0.219753661511398";"-0.135820200093489";"0.575327523116285";"0.221189047273854";"-0.315446961752948";"-0.770482630701029";"0.139588707195132";"0.170670799233245";"0.0227934986207889";"55.5643006934517";"63"
"40";"R.hahni";"Rhamphichthys hahni";"R.hah";"Partial";"No";"Ins";"No";"-0.256754390029828";"-0.844938236704574";"0.331429456644918";"0.383964951844463";"-0.166051614709637";"-0.590400563347003";"0.258297333927729";"0.434748780287199";"0.00381623991879928";"71.9096952158752";"48"
"41";"G.inaequi";"Gymnotus inaequilabiatus";"G.ina";"Partial";"No";"Ins";"Yes";"0.220854360159263";"-0.25260470516722";"0.694313425485745";"0.352828234659446";"0.174407876242013";"-0.292299849116572";"0.641115601600598";"0.455929336258601";"0.0162609465980578";"70.4489034410758";"50"
"42";"E.triline";"Eigenmannia trilineata";"E.tri";"Total";"No";"Ins";"No";"0.202708110099302";"-0.330294544691493";"0.735710764890097";"0.448210320613904";"-0.420371846029201";"-0.795927210320879";"-0.0448164817375234";"0.0290308180412954";"0.0138897777221431";"74.0081873213226";"51"
"43";"C.britski";"Crenicichla britskii";"C.bri";"Total";"No";"Ins";"Yes";"0.00427674227330709";"-0.640463867286847";"0.649017351833461";"0.989414134514748";"-0.593249487082298";"-1.3148123941571";"0.128313419992506";"0.104839472162057";"0.00109653819747537";"89.7380803845521";"51"
"44";"S.pappate";"Satanoperca setepele";"S.set";"Partial";"No";"Inv";"Yes";"-0.158861143577659";"-0.535470847284541";"0.217748560129222";"0.402545473353813";"-0.0668780708051224";"-0.507447833189997";"0.373691691579752";"0.762680307204822";"0.00657493535751679";"65.6305580021827";"67"
"45";"A.crassip";"Astronotus crassipinnis";"A.cra";"Partial";"No";"Pisc";"Yes";"-0.266696061791852";"-0.773494138219719";"0.240102014636015";"0.29598524353403";"0.116458441613478";"-0.248518068153627";"0.481434951380584";"0.524927828219989";"0.000430221278501299";"87.5666351010992";"56"
"46";"C.piquiti";"Cichla piquiti";"C.piq";"Partial";"No";"Pisc";"Yes";"-0.205799633036238";"-0.89806441856804";"0.486465152495564";"0.549751052974619";"-0.26182423004874";"-0.594758410523456";"0.0711099504259762";"0.11925488067988";"0.000908053049590615";"53.8233419491962";"37"
"47";"C.kelberi";"Cichla kelberi";"C.kel";"Total";"No";"Pisc";"Yes";"-0.127545366751834";"-0.522745128111639";"0.26765439460797";"0.521119574808121";"-0.0756543329827475";"-0.431984951705906";"0.280676285740411";"0.672658390946758";"0.757988566043831";"66.0184114456551";"64"
"48";"G.sveni";"Geophagus sveni";"G.sve";"Partial";"No";"Det";"Yes";"-0.415986603648238";"-0.828522823060169";"-0.00345038423630639";"0.0481966058102093";"-0.173968541257977";"-0.573412305727422";"0.225475223211467";"0.384649601393823";"0.0338075234904346";"46.6085692036304";"46"
"49";"P.squamos";"Plagioscion squamosissimus";"P.squ";"Partial";"No";"Pisc";"No";"-0.000270585497150082";"-0.44704884749999";"0.44650767650569";"0.999035327428908";"0.111773974779417";"-0.242592482996606";"0.46614043255544";"0.529681908190361";"0.00401257291060155";"70.903142839517";"56"
