"specie";"scientific_name";"short_name";"spawning_type";"migration";"diet";"parental_care";"slope.level";"ci.lower.level";"ci.upper.level";"p.level";"slope.prop";"ci.lower.prop";"ci.upper.prop";"p.prop";"p.shapiro";"aic";"n"
"11";"S.margina";"Serrasalmus marginatus";"S.mar";"Partial";"No";"Pisc";"Yes";"-0.616207807866177";"-1.84132082518284";"0.608905209450487";"0.31876814460058";"1.07560393003218";"-0.147393161227756";"2.29860102129211";"0.0837062210442435";"0.820266573329641";"210.911144580403";"67"
"12";"S.maculat";"Serrasalmus maculatus";"S.mac";"Partial";"No";"Pisc";"Yes";"0.0270029840557859";"-0.910579340995697";"0.964585309107269";"0.954250808797479";"-0.39440174617984";"-1.27757474132762";"0.488771248967934";"0.375276135279655";"0.00106768202594584";"171.388191601835";"63"
"13";"M.lippinc";"Metynnis lippincottianus ";"M.lip";"Total";"No";"Omn";"No";"-0.694210544294464";"-1.73757225666377";"0.349151168074842";"0.188116025787244";"0.64814205256938";"-0.282190750040707";"1.57847485517947";"0.168469750170477";"0.0263871010398947";"174.706312432036";"61"
"14";"P.mesopot";"Piaractus mesopotamicus";"P.mes";"Total";"Yes";"Herb";"No";"1.08865670568721";"0.0222246871483964";"2.15508872422601";"0.045695242588018";"0.207599293457494";"-0.622123139843849";"1.03732172675884";"0.613102902234754";"0.0149059087811542";"82.1167780384533";"33"
"15";"H.orthono";"Hemiodus orthonops";"H.ort";"Total";"No";"Det";"No";"-0.892935353732228";"-2.70691081266396";"0.921040105199509";"0.322785327662994";"0.537392585487738";"-1.48217383859621";"2.55695900957169";"0.59084634483533";"0.0832246171004803";"120.058657133497";"33"
"16";"R.vulpinu";"Rhaphiodon vulpinus";"R.vul";"Total";"Yes";"Pisc";"No";"-0.350130307682096";"-1.42236423314335";"0.722103617779155";"0.514907873296834";"0.303527535137295";"-0.41801602725822";"1.02507109753281";"0.402175565383402";"0.0239428601568023";"142.719218689711";"53"
"17";"Ast.lacus";"Astyanax lacustris";"Ast.l";"Partial";"No";"Ins";"No";"0.241514753087601";"-1.07898745862166";"1.56201696479686";"0.716034777275883";"1.70265435621234";"0.312743272030273";"3.09256544039441";"0.0171507832876612";"0.095648075287414";"225.687202104312";"67"
"18";"M.aff.int";"Moenkhausia intermedia";"M.int";"Partial";"No";"Omn";"No";"-0.299020787866686";"-2.19254967608156";"1.59450810034819";"0.753124058488112";"0.302393801265872";"-1.60062478216032";"2.20541238469206";"0.75163605883228";"0.0414037372871387";"255.886045593455";"62"
"19";"R.descalv";"Roeboides descalvadensis";"R.des";"Partial";"No";"Ins";"No";"-0.518745043215717";"-1.73655234957105";"0.69906226313962";"0.39786779617535";"0.786395451502148";"-1.15730409320077";"2.73009499620507";"0.421844037281866";"0.751574427510127";"217.924111790321";"66"
"20";"A.lacustr";"Acestrorhynchus lacustris";"A.lac";"Partial";"No";"Pisc";"No";"1.4662953589073";"0.241469336922286";"2.69112138089231";"0.0197258526578394";"-0.801465275981811";"-2.16470904985254";"0.561778497888914";"0.244551984439406";"0.138617009037278";"218.000857604154";"67"
"21";"S.brasili";"Salminus brasiliensis";"S.bra";"Total";"Yes";"Pisc";"No";"0.918294620341885";"-0.154990636900036";"1.9915798775838";"0.0907145963856156";"0.412405486430904";"-0.332059254639514";"1.15687022750132";"0.266502971903885";"0.153360592079892";"79.7476243391554";"32"
"22";"Hopli.sp3";"Hoplias argentinensis";"H.arg";"Partial";"No";"Pisc";"Yes";"0.588174054448931";"-0.531572510659606";"1.70792061955747";"0.294086502273234";"-0.590899853090452";"-1.71052508598518";"0.528725379804276";"0.291836670676423";"0.0317547458582908";"112.475626354472";"40"
"23";"H.mbigua";"Hoplias mbigua";"H.mbi";"Partial";"No";"Pisc";"Yes";"0.630993942649379";"-0.265136285290697";"1.52712417058945";"0.162459194376152";"-0.79817397089685";"-2.38521102280598";"0.788863081012283";"0.315516415074785";"0.562921411643856";"100.571677983569";"43"
"24";"Hopli.sp2";"Hoplias sp2";"H.sp2";"Partial";"No";"Pisc";"Yes";"-0.0629425062559066";"-1.54215385651382";"1.41626884400201";"0.931806787259432";"-1.19693941790186";"-2.72734665108961";"0.333467815285895";"0.12164392952856";"0.827823120922228";"128.124119459658";"41"
"25";"H.unitaen";"Hoplerythrinus unitaeniatus";"H.uni";"Partial";"No";"Pisc";"Yes";"-0.190705361058281";"-1.6402769460428";"1.25886622392624";"0.791425769622912";"0.129096886162787";"-0.95561067752903";"1.2138044498546";"0.810901493468681";"0.0206468659439966";"138.807135670846";"41"
"26";"P.maculat";"Pimelodus maculatus";"P.mac";"Partial";"No";"Omn";"No";"-0.21398800076688";"-1.03875774651527";"0.61078174498151";"0.605860270400013";"-0.400054118190956";"-1.08000977642708";"0.27990154004517";"0.244050568968467";"0.0311434252354145";"172.500339426068";"65"
"27";"I.labrosu";"Iheringichthys labrosus";"I.lab";"Partial";"No";"Inv";"No";"-0.488672784333557";"-2.10515415315351";"1.1278085844864";"0.54631934882988";"0.590125164720527";"-0.426036446687226";"1.60628677612828";"0.248842487682739";"0.123272843450119";"175.692473455178";"52"
"28";"H.oremacu";"Hypophthalmus oremaculatus";"H.ore";"Partial";"No";"Plan";"No";"0.187746156878091";"-0.958585696809759";"1.33407801056594";"0.743144443094186";"0.666884019878949";"-0.0955163066579493";"1.42928434641585";"0.0849341450908057";"0.0549831340723519";"142.413050885743";"49"
"29";"S.lima";"Sorubim lima";"S.lim";"Total";"Yes";"Pisc";"No";"0.428884455124041";"-0.727526971361199";"1.58529588160928";"0.457398664031422";"-0.481516343522584";"-1.39770684719279";"0.434674160147617";"0.294066754775529";"0.000120818185380754";"121.014113063677";"41"
"30";"P.corrusc";"Pseudoplatystoma corruscans ";"P.cor";"Total";"Yes";"Pisc";"No";"0.552059740718391";"-0.271164568920289";"1.37528405035707";"0.184841809673595";"0.283555869558105";"-0.634293657972719";"1.20140539708893";"0.538938986679127";"0.0153502219752765";"152.873748906518";"63"
"31";"H.platyrh";"Hemisorubim platyrhynchos";"H.pla";"Total";"Yes";"Pisc";"No";"0.639069040131077";"-0.363729672403905";"1.64186775266606";"0.206737075053756";"0.0204818563087781";"-0.686406299962833";"0.727370012580389";"0.953874918253768";"0.0168572547575491";"142.440191694882";"56"
"32";"A.osteomy";"Auchenipterus osteomystax";"A.ost";"Partial";"No";"Ins";"Yes";"-0.144707205498578";"-1.30551517643622";"1.01610076543906";"0.804034955096632";"0.87427668051865";"-0.309082816299798";"2.0576361773371";"0.14477526437477";"0.268994402271897";"212.585118338618";"65"
"33";"P.galeatu";"Trachelyopterus galeatus";"T.gal";"Partial";"No";"Omn";"Yes";"0.0248153758551091";"-0.968698698834975";"1.01832945054519";"0.960359035225077";"0.49382958103833";"-1.12680760622729";"2.11446676830395";"0.544854999892227";"0.296025629880688";"186.733203952183";"67"
"34";"P.mysteri";"Pimelodus mysteriosus";"P.mys";"Total";"No";"Omn";"No";"-1.03811048970668";"-2.54749359212609";"0.471272612712731";"0.169608291311";"-0.0658688863007864";"-1.22168041542783";"1.08994264282625";"0.907779114264576";"8.36964790047748e-05";"93.809088719574";"30"
"35";"T.paragua";"Trachydoras paraguayensis";"T.par";"Partial";"No";"Inv";"No";"-0.159786071082393";"-1.32988391436646";"1.01031177220168";"0.785296644201683";"-0.522604160954582";"-1.53212027573036";"0.486911953821195";"0.303950380125988";"0.783979194129609";"173.369205088213";"57"
"36";"P.granulo";"Pterodoras granulosus";"P.gra";"Partial";"Yes";"Omn";"No";"-0.255073793761966";"-1.37553258948449";"0.865385001960556";"0.649816893936055";"0.350167063467658";"-0.364206649490114";"1.06454077642543";"0.329993947411871";"0.000423063540890413";"162.550031041532";"56"
"37";"P.ambrose";"Pterygoplichthys ambrosettii ";"P.amb";"Partial";"No";"Det";"Yes";"0.266701688243531";"-0.685682679978313";"1.21908605646538";"0.577816990623998";"0.906503841904595";"-0.242909479653253";"2.05591716346244";"0.120061983053654";"0.873369105645128";"181.819395102913";"67"
"38";"L.platyme";"Loricariichthys platymetopon";"L.pla";"Partial";"No";"Det";"Yes";"0.644044493132892";"-0.255305423245151";"1.54339440951093";"0.157404094196731";"0.219539883934325";"-1.51962930205817";"1.95870906992682";"0.801711087532016";"0.768830999133965";"176.658669201889";"67"
"39";"H.littora";"Hoplosternum littorale";"H.lit";"Partial";"No";"Inv";"Yes";"0.394484555234484";"-0.979066372662008";"1.76803548313098";"0.567786334457676";"1.21254503524087";"-0.483978547154705";"2.90906861763645";"0.158001276703781";"0.809079795082606";"213.089048468852";"63"
"40";"R.hahni";"Rhamphichthys hahni";"R.hah";"Partial";"No";"Ins";"No";"-0.360420656092978";"-0.844515324401482";"0.123674012215527";"0.140714447841837";"0.261005270089253";"-0.071897358908103";"0.593907899086609";"0.121314135790046";"0.995161192741985";"57.1716978397377";"48"
"41";"G.inaequi";"Gymnotus inaequilabiatus";"G.ina";"Partial";"No";"Ins";"Yes";"-1.18129737580249";"-2.30615929544159";"-0.0564354561633984";"0.0399689585885991";"0.817035060564526";"-0.286366731828774";"1.92043685295783";"0.143001528528907";"0.40200007898426";"152.725901200643";"50"
"42";"E.triline";"Eigenmannia trilineata";"E.tri";"Total";"No";"Ins";"No";"0.819926066162379";"-0.273440201772787";"1.91329233409754";"0.138161196544037";"-0.619824300438891";"-1.35440345899263";"0.114754858114848";"0.0962612012912293";"0.0237951413037327";"143.84373287477";"51"
"43";"C.britski";"Crenicichla britskii";"C.bri";"Total";"No";"Ins";"Yes";"-0.367172024804778";"-1.31822169226833";"0.583877642658776";"0.441411837986884";"-0.599917343573804";"-1.59700062059372";"0.397165933446116";"0.232301866754839";"0.00397342285442878";"123.101995630464";"51"
"44";"S.pappate";"Satanoperca setepele";"S.set";"Partial";"No";"Inv";"Yes";"-0.910070150764146";"-1.771103860624";"-0.0490364409042927";"0.0386394366402227";"0.99031893391713";"-0.0378547576626179";"2.01849262549688";"0.0587810190834132";"0.680960484389502";"173.285941289965";"67"
"45";"A.crassip";"Astronotus crassipinnis";"A.cra";"Partial";"No";"Pisc";"Yes";"0.977691750214608";"0.0924086160809802";"1.86297488434824";"0.0310722117146503";"0.367451052006617";"-0.266276199712964";"1.0011783037262";"0.250046377099032";"0.0118921194280016";"146.256131992089";"56"
"46";"C.piquiti";"Cichla piquiti";"C.piq";"Partial";"No";"Pisc";"Yes";"0.557124201330741";"-0.410755502079621";"1.5250039047411";"0.250222053097569";"-0.0151297088718205";"-0.493430234759023";"0.463170817015382";"0.949120242459502";"8.22218752949507e-05";"78.6042693405566";"37"
"47";"C.kelberi";"Cichla kelberi";"C.kel";"Total";"No";"Pisc";"Yes";"0.165776049171994";"-0.843541146940631";"1.17509324528462";"0.743711612731041";"-0.312810263865083";"-1.23158910329033";"0.605968575560166";"0.4985755077305";"0.114363730962433";"181.267074950659";"64"
"48";"G.sveni";"Geophagus sveni";"G.sve";"Partial";"No";"Det";"Yes";"-1.48494806526733";"-3.01181031281612";"0.0419141822814542";"0.0563362628847775";"0.492790364360212";"-1.00130392482065";"1.98688465354108";"0.509502519462037";"0.80166040775761";"155.18699563096";"46"
"49";"P.squamos";"Plagioscion squamosissimus";"P.squ";"Partial";"No";"Pisc";"No";"-1.01822990311239";"-2.02516149712356";"-0.0112983091012158";"0.0475734150883859";"-0.695063053947497";"-1.45925021003205";"0.0691241021370562";"0.0737434563760398";"0.587041243045307";"151.119881039592";"56"
